Customer_ID,Total_Revenue,Total_Orders,Total_Items,Avg_Order_Value,Unique_Products,Last_Purchase,Recency
12408.0,4340.77,8,2229,27.30044025157233,104,2011-11-07 12:27:00,32
12409.0,23419.29,7,13143,88.70943181818183,177,2011-09-22 10:38:00,78
12410.0,1013.71,3,341,25.342750000000002,36,2011-02-04 10:39:00,308
12411.0,346.9,1,138,15.768181818181818,22,2010-10-26 09:25:00,409
12412.0,2596.93,6,1997,20.448267716535433,82,2011-09-26 10:16:00,74
12413.0,999.45,4,319,19.597058823529412,41,2011-10-04 09:00:00,66
12414.0,952.4100000000001,6,495,34.01464285714286,21,2011-05-06 14:51:00,216
12415.0,144458.37,28,91447,156.00255939524837,498,2011-11-15 14:22:00,23
12416.0,202.56,1,132,18.414545454545454,11,2010-02-21 10:19:00,656
12417.0,6797.41,20,2884,18.421165311653116,270,2011-12-06 14:52:00,2
12418.0,2021.2,4,1088,19.815686274509805,90,2011-08-19 11:08:00,112
12419.0,503.01,2,231,20.1204,23,2010-11-19 10:04:00,385
12420.0,600.39,1,345,20.70310344827586,29,2011-10-07 08:55:00,63
12421.0,1098.6,6,652,16.90153846153846,44,2011-11-24 09:07:00,15
12422.0,5231.8,17,2596,30.417441860465118,137,2011-09-05 09:48:00,95
12423.0,2622.39,10,1793,15.893272727272727,128,2011-12-09 10:10:00,0
12424.0,3340.0299999999997,4,2025,36.30467391304347,78,2011-06-30 12:06:00,162
12425.0,1741.41,2,1147,19.136373626373626,87,2011-09-22 17:31:00,77
12426.0,1345.21,2,584,17.470259740259742,73,2011-05-29 12:26:00,194
12427.0,825.8000000000001,3,533,26.638709677419357,26,2011-11-18 08:56:00,21
12428.0,7956.46,9,3536,27.062789115646257,258,2011-11-14 08:22:00,25
12429.0,6204.41,8,2890,40.55169934640523,124,2011-11-30 17:22:00,8
12430.0,256.4,1,117,23.30909090909091,11,2011-10-27 15:09:00,42
12431.0,10432.220000000001,27,4600,26.749282051282055,244,2011-11-04 11:55:00,35
12432.0,5059.32,5,1801,46.845555555555556,107,2011-10-28 11:43:00,42
12433.0,16794.14,10,13534,30.04318425760286,285,2011-12-09 10:02:00,0
12434.0,1103.43,3,532,15.763285714285715,62,2011-09-16 12:38:00,84
12435.0,13925.93,6,4958,124.33866071428572,88,2011-09-21 09:06:00,79
12436.0,509.01,1,211,31.813125,16,2011-09-01 12:09:00,99
12437.0,12683.4,39,8000,22.52824156305506,273,2011-12-08 11:35:00,1
12438.0,2906.85,2,1180,29.66173469387755,84,2011-11-25 13:28:00,13
12439.0,1142.88,2,478,16.096901408450705,69,2010-01-26 12:11:00,682
12440.0,859.2,2,331,26.85,21,2010-09-03 13:11:00,461
12441.0,173.55,1,121,15.77727272727273,11,2010-12-08 10:45:00,366
12442.0,172.06,1,182,14.338333333333333,12,2011-12-06 14:22:00,2
12443.0,485.31,1,182,23.11,21,2009-12-07 15:42:00,731
12444.0,5005.46,5,1153,28.440113636363638,138,2011-11-18 13:23:00,20
12445.0,434.98,2,206,18.124166666666667,24,2011-11-17 18:43:00,21
12446.0,1002.3100000000001,1,351,17.584385964912283,57,2011-10-13 12:50:00,57
12447.0,476.49,1,190,18.326538461538462,26,2011-04-10 13:25:00,242
12448.0,449.45,1,243,20.429545454545455,22,2011-10-26 13:46:00,43
12449.0,4835.89,6,2282,24.05915422885572,125,2011-11-17 13:46:00,21
12450.0,688.2,5,442,18.6,31,2011-07-06 14:41:00,155
12451.0,12669.88,8,9359,24.794285714285714,352,2011-11-29 08:40:00,10
12452.0,430.57000000000005,2,185,19.57136363636364,21,2011-11-23 10:28:00,16
12453.0,707.09,1,473,16.443953488372095,43,2011-07-28 14:08:00,133
12454.0,16679.78,5,7703,416.99449999999996,24,2011-10-14 17:13:00,55
12455.0,5879.95,10,3302,25.902863436123347,199,2011-09-27 15:31:00,72
12456.0,3181.04,3,1633,25.44832,105,2011-10-26 14:41:00,43
12457.0,2995.91,8,1094,35.665595238095236,63,2011-10-04 13:13:00,65
12458.0,1777.49,4,986,21.160595238095237,71,2011-09-29 15:25:00,70
12459.0,454.36,1,258,19.754782608695653,23,2010-04-13 14:53:00,604
12460.0,326.65,1,170,18.147222222222222,18,2010-09-09 13:51:00,455
12461.0,826.88,2,287,23.62514285714286,35,2011-09-06 16:57:00,93
12462.0,1189.59,2,536,19.186935483870965,51,2011-11-21 09:11:00,18
12463.0,1344.78,4,776,16.202168674698793,65,2011-10-17 13:44:00,52
12464.0,1212.05,8,112,41.79482758620689,6,2011-11-29 13:33:00,9
12465.0,742.19,2,479,15.791276595744682,46,2011-11-22 16:34:00,16
12466.0,56.73,1,1,56.73,1,2010-01-26 16:26:00,681
12467.0,132.8,1,129,14.755555555555556,9,2010-10-12 15:41:00,422
12468.0,3670.7400000000002,5,2201,24.471600000000002,127,2011-06-05 11:36:00,187
12469.0,3070.54,2,2552,40.40184210526316,76,2010-07-05 12:40:00,522
12470.0,211.95,1,95,9.215217391304348,23,2010-01-19 11:01:00,689
12471.0,39918.19,79,16858,35.17021145374449,255,2011-12-07 15:43:00,1
12472.0,16249.29,19,10378,19.32139120095125,397,2011-11-07 14:01:00,31
12473.0,3928.05,5,2414,23.521257485029942,140,2011-11-10 13:46:00,28
12474.0,12372.75,31,7940,17.47563559322034,369,2011-11-22 14:39:00,16
12475.0,1149.64,2,771,18.846557377049184,54,2011-10-17 10:10:00,53
12476.0,14083.91,23,5631,27.400603112840468,358,2011-11-24 12:40:00,15
12477.0,20276.37,9,6119,35.95101063829787,295,2011-11-17 09:51:00,22
12478.0,680.99,1,236,18.91638888888889,36,2011-12-06 09:56:00,3
12479.0,527.2,1,385,17.006451612903227,31,2011-11-28 13:26:00,10
12480.0,5464.85,7,2952,22.58202479338843,177,2011-11-11 14:52:00,27
12481.0,12185.51,15,7158,32.06713157894737,248,2011-11-17 08:29:00,22
12482.0,23691.4,29,27042,116.1343137254902,42,2010-05-12 16:51:00,575
12483.0,5097.18,19,2160,36.93608695652174,68,2011-11-22 17:02:00,16
12484.0,6354.1,12,3266,13.490658174097666,329,2011-11-07 11:37:00,32
12485.0,708.1,1,414,20.826470588235296,34,2010-06-28 15:22:00,528
12486.0,1037.28,1,523,21.168979591836734,49,2010-10-04 12:14:00,431
12487.0,285.3,1,174,142.65,2,2009-12-09 11:36:00,730
12488.0,1298.66,3,529,23.612000000000002,46,2011-11-30 08:50:00,9
12489.0,334.93,1,105,22.328666666666667,15,2011-01-07 13:13:00,335
12490.0,9823.64,21,5906,21.26329004329004,195,2011-12-04 16:07:00,4
12491.0,460.40000000000003,1,260,17.70769230769231,25,2011-11-01 12:18:00,38
12492.0,715.21,3,444,17.028809523809525,38,2011-10-07 15:15:00,62
12493.0,433.74,2,207,19.715454545454545,20,2011-06-27 10:17:00,165
12494.0,1815.27,9,979,16.808055555555555,83,2011-11-24 09:34:00,15
12495.0,357.4,1,130,21.023529411764706,17,2010-03-09 10:53:00,640
12496.0,45.34,2,30,4.534000000000001,10,2010-03-29 14:06:00,619
12497.0,6248.5,3,5685,109.62280701754386,41,2011-09-19 12:29:00,81
12498.0,403.70000000000005,3,159,17.55217391304348,21,2011-11-18 12:53:00,20
12499.0,393.72,1,302,14.582222222222223,27,2010-05-28 15:12:00,559
12500.0,5955.21,19,3377,40.7891095890411,88,2011-11-16 16:20:00,22
12501.0,2169.39,1,1783,14.559664429530201,149,2011-01-07 12:28:00,336
12502.0,3723.87,5,820,25.332448979591835,102,2011-09-05 11:52:00,95
12503.0,1126.0,1,561,563.0,2,2010-05-04 13:59:00,583
12504.0,779.05,4,458,38.9525,11,2011-11-21 16:02:00,17
12505.0,955.2,1,324,22.742857142857144,42,2010-10-27 09:18:00,408
12506.0,73.5,1,23,3.1956521739130435,23,2011-04-21 08:54:00,232
12507.0,1844.06,4,1256,37.633877551020404,46,2011-07-28 17:09:00,133
12508.0,397.88,2,271,5.851176470588236,57,2011-11-13 15:37:00,25
12509.0,176.5,1,55,25.214285714285715,7,2011-02-28 14:45:00,283
12510.0,5178.02,9,2049,35.71048275862069,94,2011-07-20 10:15:00,142
12511.0,3084.02,1,1753,16.231684210526314,190,2010-10-07 10:39:00,428
12512.0,132.18,2,96,4.263870967741935,31,2011-10-04 14:55:00,65
12513.0,612.29,1,462,17.494,35,2011-08-19 10:51:00,112
12514.0,1597.76,2,840,19.02095238095238,76,2011-03-17 16:38:00,266
12515.0,383.7,1,131,23.98125,16,2010-12-21 15:43:00,352
12516.0,2648.62,4,1952,35.792162162162164,49,2011-09-23 09:13:00,77
12517.0,2481.6,5,1361,8.894623655913978,232,2011-11-11 14:04:00,27
12518.0,2056.89,5,1318,16.58782258064516,84,2011-12-09 10:13:00,0
12519.0,716.54,2,387,18.37282051282051,34,2011-10-07 09:26:00,63
12520.0,2634.26,5,1439,17.330657894736845,121,2011-09-21 15:23:00,78
12521.0,599.68,1,309,15.781052631578946,38,2011-07-20 10:51:00,142
12522.0,192.72,2,194,16.06,11,2011-10-31 15:30:00,38
12523.0,4352.35,23,2263,17.479317269076308,176,2011-11-20 12:55:00,18
12524.0,11126.11,17,7178,46.35879166666667,157,2011-11-30 15:31:00,8
12525.0,973.73,3,509,16.228833333333334,56,2010-07-29 16:08:00,497
12526.0,1316.66,3,632,18.54450704225352,64,2011-12-09 12:09:00,0
12527.0,735.51,5,526,22.9846875,26,2011-09-19 11:55:00,81
12528.0,1933.48,6,756,21.01608695652174,50,2011-11-30 14:40:00,8
12529.0,316.48,1,192,15.07047619047619,21,2010-06-29 13:10:00,527
12530.0,3759.26,9,2713,23.792784810126584,94,2011-10-11 12:34:00,59
12531.0,1933.2,2,1119,15.222047244094489,126,2011-11-25 11:12:00,14
12532.0,349.83000000000004,1,153,21.864375000000003,16,2011-11-09 13:47:00,29
12533.0,1367.89,2,704,18.998472222222222,63,2010-03-22 10:56:00,627
12534.0,1089.18,1,651,17.28857142857143,63,2011-08-01 10:26:00,130
12535.0,716.35,2,219,21.069117647058825,28,2011-09-09 08:48:00,91
12536.0,12601.830000000002,3,2803,48.282873563218395,260,2011-10-27 14:20:00,42
12537.0,732.94,1,449,17.04511627906977,43,2010-10-27 08:36:00,408
12538.0,640.45,2,336,18.836764705882356,33,2011-11-10 17:16:00,28
12539.0,11214.75,7,4535,22.251488095238095,276,2011-11-17 13:30:00,21
12540.0,22254.49,33,11019,28.864448767833984,354,2011-11-20 11:31:00,19
12541.0,981.18,3,680,18.868846153846153,46,2011-11-10 10:40:00,29
12542.0,481.88,2,522,12.355897435897436,39,2010-08-12 19:12:00,483
12543.0,980.25,1,688,22.796511627906977,43,2010-09-17 15:51:00,447
12544.0,372.7,1,136,19.61578947368421,19,2011-11-03 16:15:00,35
12545.0,1000.39,2,523,20.0078,42,2011-09-25 13:39:00,74
12546.0,1161.5,2,633,16.833333333333332,59,2011-10-24 12:09:00,46
12547.0,383.58,3,309,18.265714285714285,13,2011-05-26 12:38:00,197
12548.0,95.19999999999999,1,49,19.04,5,2011-06-26 15:35:00,165
12549.0,1575.68,6,1366,32.15673469387755,38,2010-05-13 12:05:00,575
12550.0,964.83,1,569,16.92684210526316,57,2011-09-21 14:35:00,78
12551.0,168.0,1,100,16.8,10,2010-12-17 11:23:00,357
12552.0,437.82,2,88,21.891,20,2011-11-01 10:02:00,38
12553.0,4608.75,12,2325,19.36449579831933,109,2011-12-01 16:38:00,7
12554.0,468.5,1,240,18.01923076923077,26,2010-09-17 12:29:00,448
12555.0,129.23,1,1,129.23,1,2010-01-26 16:26:00,681
12556.0,599.56,2,355,5.038319327731092,100,2011-10-20 13:06:00,49
12557.0,18096.14,8,6382,341.4366037735849,15,2011-11-23 16:59:00,15
12558.0,269.96,1,196,24.54181818181818,11,2011-12-02 10:41:00,7
12559.0,561.71,2,283,26.74809523809524,21,2011-02-02 09:49:00,310
12560.0,2134.01,3,1110,20.323904761904764,91,2011-12-04 13:54:00,4
12561.0,238.85,1,177,14.928125,16,2011-02-10 11:39:00,302
12562.0,4966.92,9,2327,23.99478260869565,113,2011-12-01 17:20:00,7
12563.0,249.24,1,113,19.172307692307694,13,2010-10-27 09:52:00,408
12564.0,456.90000000000003,1,133,21.75714285714286,21,2011-03-23 14:55:00,260
12565.0,145.92000000000002,1,80,16.213333333333335,9,2011-02-24 10:34:00,288
12566.0,351.65,1,265,18.507894736842104,19,2011-09-14 14:30:00,85
12567.0,11767.48,15,5308,21.16453237410072,365,2011-11-17 11:02:00,22
12568.0,70.0,1,48,14.0,5,2010-03-05 09:15:00,644
12569.0,4124.6900000000005,32,1801,21.93984042553192,92,2011-12-07 16:24:00,1
12570.0,77.52,1,1,77.52,1,2010-01-26 17:28:00,681
12571.0,519.61,2,523,15.28264705882353,31,2011-10-31 10:19:00,39
12572.0,1020.4200000000001,2,452,17.007,53,2011-12-01 09:20:00,8
12573.0,717.41,5,479,6.028655462184874,107,2011-04-26 15:52:00,226
12574.0,218.45000000000002,1,61,19.85909090909091,11,2011-01-28 09:20:00,315
12575.0,622.82,2,315,16.39,34,2010-09-08 13:09:00,456
12576.0,2142.7200000000003,8,1494,15.089577464788734,114,2011-11-04 10:11:00,35
12577.0,1617.1,8,1191,5.426510067114093,259,2011-11-04 13:24:00,34
12578.0,4642.45,4,2380,26.99098837209302,149,2011-11-18 13:30:00,20
12579.0,440.42,1,285,15.18689655172414,29,2011-09-22 17:15:00,77
12580.0,1052.9,2,569,18.153448275862072,52,2011-04-07 10:24:00,246
12581.0,197.71,1,161,13.180666666666667,15,2011-10-31 08:56:00,39
12582.0,1980.4,4,985,19.22718446601942,88,2011-04-15 08:45:00,238
12583.0,13591.58,27,8535,30.47439461883408,141,2011-12-07 08:07:00,2
12584.0,2338.15,9,416,24.355729166666666,44,2011-12-06 09:35:00,3
12585.0,2040.1,2,1279,23.44942528735632,77,2011-04-19 13:39:00,233
12586.0,2062.67,4,687,21.943297872340427,82,2011-11-22 16:24:00,16
12587.0,144.0,1,51,36.0,4,2011-12-02 12:47:00,7
12588.0,958.78,4,438,20.84304347826087,31,2011-10-31 15:01:00,38
12589.0,4695.66,8,1764,26.087,121,2011-11-11 10:19:00,28
12590.0,9864.26,2,4283,145.06264705882353,68,2011-05-12 14:52:00,210
12591.0,1338.95,3,653,19.69044117647059,63,2011-01-26 14:35:00,316
12592.0,2582.66,5,1875,31.88469135802469,42,2011-09-08 15:04:00,91
12593.0,418.1,3,206,19.90952380952381,14,2011-08-23 12:43:00,108
12594.0,5090.110000000001,15,2768,25.57844221105528,78,2011-11-02 12:20:00,37
12595.0,299.02,1,271,15.737894736842104,19,2010-07-23 09:10:00,504
12596.0,618.27,2,474,22.898888888888887,25,2011-10-19 13:02:00,50
12597.0,3811.22,4,2236,18.50106796116505,184,2011-11-20 13:33:00,18
12598.0,4534.09,11,2906,22.01014563106796,130,2011-11-30 12:18:00,9
12599.0,2296.72,13,2189,17.268571428571427,47,2011-11-10 13:34:00,28
12600.0,4967.42,21,1383,38.21092307692308,53,2011-11-11 10:29:00,28
12601.0,681.26,6,290,20.03705882352941,24,2011-06-03 10:17:00,189
12602.0,153.12,1,162,12.76,12,2011-10-12 11:22:00,58
12603.0,739.1999999999999,1,63,369.59999999999997,2,2011-11-18 10:42:00,21
12604.0,254.18,2,201,15.88625,15,2011-09-21 14:08:00,78
12605.0,1232.95,4,929,16.223026315789475,63,2010-11-28 14:18:00,375
12606.0,21.0,1,1,21.0,1,2010-01-26 16:23:00,681
12607.0,1579.51,1,1228,15.63871287128713,101,2011-10-10 16:06:00,59
12608.0,415.79,1,323,25.986875,16,2010-10-31 10:49:00,404
12609.0,3435.86,9,1553,19.633485714285715,129,2011-09-22 16:34:00,77
12610.0,2099.54,5,1049,19.80698113207547,85,2011-11-17 09:34:00,22
12611.0,1193.32,1,846,18.35876923076923,65,2011-10-18 13:12:00,51
12612.0,704.04,1,262,37.054736842105264,19,2011-09-26 15:35:00,73
12613.0,6817.37,10,4157,20.91217791411043,218,2011-10-13 14:59:00,56
12614.0,315.6,1,76,15.780000000000001,20,2011-03-07 10:22:00,277
12615.0,5740.9800000000005,8,3317,21.26288888888889,198,2011-12-07 15:02:00,1
12616.0,1131.1,3,498,20.946296296296296,32,2011-09-05 15:17:00,94
12617.0,352.98,1,210,8.609268292682927,39,2011-11-10 14:39:00,28
12618.0,177.31,1,96,16.11909090909091,11,2011-11-18 11:10:00,21
12619.0,3781.38,10,3518,37.8138,55,2011-11-23 14:52:00,15
12620.0,1339.41,3,1181,14.558804347826088,89,2011-11-25 10:20:00,14
12621.0,24311.2,35,13706,32.15767195767196,344,2011-12-08 11:25:00,1
12622.0,180.1,1,69,16.37272727272727,11,2011-04-21 16:39:00,231
12623.0,3747.84,7,1971,21.663815028901734,112,2011-03-08 13:50:00,275
12624.0,641.13,2,355,16.87184210526316,36,2011-08-25 15:04:00,105
12625.0,5164.88,4,3309,28.22338797814208,144,2011-05-12 09:54:00,211
12626.0,6620.4800000000005,9,3453,22.518639455782314,232,2011-11-16 16:06:00,22
12627.0,4478.53,7,2752,19.47186956521739,162,2011-11-29 12:07:00,10
12628.0,786.46,3,448,19.181951219512197,34,2011-12-05 13:15:00,3
12629.0,1558.22,2,722,34.62711111111111,40,2010-11-19 09:18:00,385
12630.0,1270.88,2,548,19.8575,60,2011-11-30 10:48:00,9
12631.0,3481.57,6,1607,19.024972677595628,131,2011-10-13 13:53:00,56
12632.0,804.88,2,694,22.99657142857143,32,2010-07-07 09:39:00,520
12633.0,5678.16,7,3238,18.556078431372548,220,2011-10-12 11:40:00,58
12634.0,490.0,2,337,24.5,20,2010-06-22 10:05:00,535
12635.0,2930.41,4,1949,16.37100558659218,159,2011-09-11 11:04:00,89
12636.0,141.0,1,1,141.0,1,2009-12-01 09:55:00,738
12637.0,8283.81,12,4257,13.491547231270358,295,2011-10-03 13:46:00,66
12638.0,921.49,2,663,19.197708333333335,47,2011-11-06 13:11:00,32
12639.0,1312.3700000000001,3,631,20.505781250000002,58,2011-04-15 12:48:00,238
12640.0,1174.58,3,311,22.16188679245283,47,2011-11-16 11:52:00,23
12641.0,185.9,1,72,18.59,10,2011-08-16 13:26:00,114
12642.0,1013.26,3,552,21.558723404255318,39,2011-11-14 15:03:00,24
12643.0,8304.82,12,4665,162.83960784313726,14,2011-08-03 12:56:00,127
12644.0,1918.49,4,1032,17.283693693693692,106,2011-08-02 10:33:00,129
12645.0,3539.3,8,2125,22.120625,111,2011-11-06 12:38:00,33
12646.0,1346.97,2,897,29.932666666666666,43,2011-12-05 10:14:00,4
12647.0,16955.55,36,6633,32.923398058252424,240,2011-11-17 12:56:00,21
12648.0,1112.0,4,518,17.107692307692307,38,2011-07-08 11:55:00,154
12649.0,2294.65,8,1959,19.446186440677966,94,2011-08-24 14:41:00,106
12650.0,314.44,1,254,15.722,20,2011-12-06 16:34:00,2
12651.0,377.75,4,265,12.591666666666667,30,2011-01-09 12:46:00,334
12652.0,1017.0300000000001,2,536,19.941764705882356,51,2011-01-12 15:00:00,330
12653.0,4160.83,3,1681,48.38174418604651,76,2011-07-14 10:41:00,148
12654.0,601.98,5,264,15.841578947368422,31,2011-11-29 10:10:00,10
12655.0,261.35,1,80,16.334375,16,2010-10-12 09:17:00,423
12656.0,6407.83,8,2860,25.942631578947367,174,2011-11-22 13:42:00,16
12657.0,1643.18,4,1044,34.961276595744685,35,2011-11-28 15:47:00,10
12658.0,686.05,1,320,19.056944444444444,36,2011-11-21 10:22:00,18
12659.0,91.68,1,105,18.336000000000002,5,2011-11-10 11:53:00,29
12660.0,245.10000000000002,1,127,18.853846153846156,13,2011-11-28 13:26:00,10
12661.0,162.0,1,216,14.727272727272727,11,2010-09-29 16:46:00,435
12662.0,6726.54,20,3424,17.203427109974424,163,2011-12-09 11:59:00,0
12663.0,239.4,2,181,23.94,9,2010-03-25 09:40:00,624
12664.0,6070.04,11,1495,134.88977777777777,10,2011-12-01 17:07:00,7
12665.0,313.6,3,165,18.447058823529414,13,2011-01-19 08:34:00,324
12666.0,1248.42,1,370,40.27161290322581,31,2010-11-10 16:40:00,393
12667.0,620.13,1,395,18.791818181818183,33,2011-10-12 17:00:00,57
12668.0,11383.03,10,5049,21.236996268656718,263,2011-11-28 10:56:00,11
12669.0,2744.0299999999997,3,1115,27.168613861386135,98,2011-07-12 09:54:00,150
12670.0,3760.29,7,1627,32.698173913043476,71,2011-11-29 15:23:00,9
12671.0,2622.481,1,1460,58.27735555555556,45,2010-04-12 16:30:00,605
12672.0,437.05,2,138,19.865909090909092,22,2011-01-14 09:20:00,329
12673.0,1230.02,3,700,16.62189189189189,68,2011-12-04 13:55:00,4
12674.0,1970.6,4,1133,23.742168674698792,52,2011-11-01 12:12:00,38
12675.0,957.25,2,336,8.546875,111,2010-06-04 09:49:00,553
12676.0,2843.09,11,1867,26.570934579439253,67,2011-11-15 12:25:00,24
12677.0,395.1,2,176,18.814285714285717,13,2010-06-02 14:30:00,554
12678.0,34281.18,21,22372,91.17335106382978,199,2011-10-28 13:04:00,41
12679.0,1113.02,4,554,23.187916666666666,43,2011-10-12 12:30:00,58
12680.0,880.81,4,444,16.619056603773583,33,2011-12-09 12:50:00,0
12681.0,29834.760000000002,45,17011,20.951376404494383,459,2011-11-25 11:33:00,14
12682.0,22950.22,52,10522,23.20548028311426,327,2011-12-06 10:00:00,3
12683.0,11633.7,21,7019,23.888501026694048,236,2011-12-05 16:31:00,3
12684.0,2283.63,7,1985,21.748857142857144,61,2011-12-02 09:53:00,7
12685.0,2863.08,6,1523,18.236178343949042,117,2011-11-11 13:46:00,27
12686.0,89.14,1,107,12.734285714285715,7,2010-12-03 09:51:00,371
12687.0,2138.91,2,1403,16.97547619047619,126,2010-08-16 12:12:00,480
12688.0,4873.81,1,3028,28.50181286549708,171,2011-08-18 08:49:00,113
12689.0,1247.6100000000001,2,628,17.327916666666667,57,2011-11-14 08:31:00,25
12690.0,389.01,1,106,24.313125,16,2011-05-18 09:09:00,205
12691.0,1170.4,7,445,30.010256410256414,24,2011-11-11 16:49:00,27
12692.0,110.95,1,36,8.534615384615385,13,2010-03-12 14:02:00,636
12693.0,1703.02,7,536,21.557215189873418,63,2011-08-04 17:51:00,126
12694.0,1843.35,3,1355,22.209036144578313,69,2011-09-30 13:06:00,69
12695.0,1407.1200000000001,7,454,23.84949152542373,46,2011-12-02 13:22:00,6
12696.0,851.91,2,564,17.38591836734694,43,2010-10-01 10:43:00,434
12697.0,957.59,3,508,23.355853658536585,37,2011-11-11 08:47:00,28
12698.0,339.75,1,111,21.234375,16,2010-04-28 15:51:00,589
12699.0,638.11,1,373,15.563658536585367,41,2010-10-18 12:07:00,417
12700.0,4939.99,4,2967,18.432798507462685,193,2011-12-02 10:47:00,7
12701.0,2446.41,6,1727,16.642244897959184,118,2011-09-21 10:47:00,79
12702.0,219.0,1,53,18.25,12,2011-11-20 10:36:00,19
